id,date,surface_time,dive_time,haul_time,n_dives,av_depth,max_depth,sd_depth,av_duration,sd_duration,max_duration
hp6-749-19,2019-08-31T06:00:00Z,15,85,0,81,62,180,NA,224,0,340
hp6-749-19,2019-08-31T12:00:00Z,15,85,0,89,62,235,NA,208,60,436
hp6-749-19,2019-08-31T18:00:00Z,22.1,77.9,0,101,40,120,NA,160,0,276
hp6-749-19,2019-09-01T00:00:00Z,21.3,78.7,0,85,44,100,NA,192,0,276
hp6-749-19,2019-09-01T06:00:00Z,15,85,0,85,56,140,NA,216,60,324
hp6-749-19,2019-09-01T12:00:00Z,18.2,81.8,0,85,48,105,NA,200,0,240
hp6-749-19,2019-09-01T18:00:00Z,17.4,82.6,0,101,48,140,NA,176,0,260
hp6-749-19,2019-09-02T00:00:00Z,16.6,83.4,0,81,46,225,NA,216,60,388
hp6-749-19,2019-09-02T06:00:00Z,15,85,0,81,70,160,NA,224,60,340
hp6-749-19,2019-09-02T12:00:00Z,15.8,84.2,0,73,96,235,NA,240,0,436
hp6-749-19,2019-09-02T18:00:00Z,24.5,75.5,0,117,34,100,NA,136,60,260
hp6-749-19,2019-09-03T00:00:00Z,42.6,57.4,0,65,50,290,NA,192,60,468
hp6-749-19,2019-09-03T06:00:00Z,18.9,81.1,0,105,48,165,NA,160,60,340
hp6-749-19,2019-09-03T12:00:00Z,14.2,85.8,0,73,98,125,NA,260,0,324
hp6-749-19,2019-09-03T18:00:00Z,17.4,82.6,0,109,52,125,NA,160,0,324
hp6-749-19,2019-09-04T00:00:00Z,37.1,62.9,0,73,50,135,NA,184,60,308
hp6-749-19,2019-09-04T06:00:00Z,17.4,82.6,0,105,50,170,NA,168,60,308
hp6-749-19,2019-09-04T12:00:00Z,15.8,84.2,0,77,82,255,NA,224,0,420
hp6-749-19,2019-09-04T18:00:00Z,17.4,82.6,0,93,62,200,NA,184,0,356
hp6-749-19,2019-09-05T00:00:00Z,19.7,80.3,0,81,46,120,NA,208,0,340
hp6-749-19,2019-09-05T06:00:00Z,18.2,81.8,0,85,64,135,NA,200,0,340
hp6-749-19,2019-09-05T12:00:00Z,18.2,81.8,0,65,100,195,NA,260,0,372
hp6-749-19,2019-09-05T18:00:00Z,28.4,71.6,0,101,58,155,NA,144,60,276
hp6-749-19,2019-09-06T00:00:00Z,48.1,51.9,0,77,32,120,NA,144,60,420
hp6-749-19,2019-09-06T06:00:00Z,20.5,79.5,0,77,74,165,NA,216,60,452
hp6-749-19,2019-09-06T12:00:00Z,19.7,80.3,0,101,62,155,NA,168,60,340
hp6-749-19,2019-09-06T18:00:00Z,25.2,74.8,0,137,34,205,NA,112,60,356
hp6-749-19,2019-09-07T00:00:00Z,48.9,51.1,0,73,24,82,NA,152,60,388
hp6-749-19,2019-09-07T06:00:00Z,27.6,72.4,0,73,78,155,NA,216,60,356
hp6-749-19,2019-09-07T12:00:00Z,18.9,81.1,0,77,110,170,NA,224,60,324
hp6-749-19,2019-09-07T18:00:00Z,22.1,77.9,0,85,86,175,NA,192,60,308
hp6-749-19,2019-09-08T00:00:00Z,64.6,35.4,0,93,18,74,NA,72,60,292
hp6-749-19,2019-09-08T06:00:00Z,26,74,0,129,44,175,NA,120,60,340
hp6-749-19,2019-09-08T12:00:00Z,23.7,76.3,0,77,92,155,NA,200,60,324
hp6-749-19,2019-09-08T18:00:00Z,15.8,84.2,0,77,92,185,NA,232,60,324
hp6-749-19,2019-09-09T00:00:00Z,41.8,58.2,0,85,36,105,NA,144,60,232
hp6-749-19,2019-09-09T06:00:00Z,34.7,65.3,0,133,32,125,NA,104,60,308
hp6-749-19,2019-09-09T12:00:00Z,18.2,81.8,0,77,98,140,NA,224,0,308
hp6-749-19,2019-09-09T18:00:00Z,21.3,78.7,0,89,84,140,NA,184,60,292
hp6-749-19,2019-09-10T00:00:00Z,37.1,62.9,0,77,42,98,NA,168,60,404
hp6-749-19,2019-09-10T06:00:00Z,21.3,78.7,0,73,78,185,NA,224,60,436
hp6-749-19,2019-09-10T12:00:00Z,16.6,83.4,0,81,90,170,NA,224,0,388
hp6-749-19,2019-09-10T18:00:00Z,24.5,75.5,0,97,70,120,NA,168,60,292
hp6-749-19,2019-09-11T00:00:00Z,56.7,43.3,0,54,44,115,NA,168,60,308
hp6-749-19,2019-09-11T06:00:00Z,18.9,81.1,0,105,46,180,NA,160,60,324
hp6-749-19,2019-09-11T12:00:00Z,18.2,81.8,0,73,105,295,NA,240,60,420
hp6-749-19,2019-09-11T18:00:00Z,16.6,83.4,0,89,70,320,NA,200,60,484
hp6-749-19,2019-09-12T00:00:00Z,23.7,76.3,0,77,52,245,NA,208,60,420
hp6-749-19,2019-09-12T06:00:00Z,18.2,81.8,0,81,62,185,NA,208,60,372
hp6-749-19,2019-09-12T12:00:00Z,15,85,0,81,84,170,NA,224,0,340
hp6-749-19,2019-09-12T18:00:00Z,15,85,0,85,68,180,NA,216,0,388
hp6-749-19,2019-09-13T00:00:00Z,20.5,79.5,0,89,40,92,NA,184,0,260
hp6-749-19,2019-09-13T06:00:00Z,22.1,77.9,0,69,86,235,NA,240,60,388
hp6-749-19,2019-09-13T12:00:00Z,18.2,81.8,0,65,130,155,NA,276,0,356
hp6-749-19,2019-09-13T18:00:00Z,22.9,77.1,0,93,74,160,NA,176,60,324
hp6-749-19,2019-09-14T00:00:00Z,74.1,25.9,0,38,38,78,NA,144,60,260
hp6-749-19,2019-09-14T06:00:00Z,30,70,0,58,96,195,NA,260,60,356
hp6-749-19,2019-09-14T12:00:00Z,17.4,82.6,0,73,115,215,NA,240,60,404
hp6-749-19,2019-09-14T18:00:00Z,21.3,78.7,0,89,76,170,NA,184,60,340
hp6-749-19,2019-09-15T00:00:00Z,79.6,20.4,0,69,16,56,NA,64,60,192
hp6-749-19,2019-09-15T06:00:00Z,28.4,71.6,0,97,52,140,NA,152,60,340
hp6-749-19,2019-09-15T12:00:00Z,25.2,74.8,0,97,64,115,NA,160,0,224
hp6-749-19,2019-09-15T18:00:00Z,31.5,68.5,0,101,52,160,NA,144,60,340
hp6-749-19,2019-09-16T00:00:00Z,74.9,25.1,0,93,16,70,NA,56,0,152
hp6-749-19,2019-09-16T06:00:00Z,25.2,74.8,0,93,58,170,NA,168,60,372
hp6-749-19,2019-09-16T12:00:00Z,24.5,75.5,0,101,64,160,NA,160,0,248
hp6-749-19,2019-09-16T18:00:00Z,36.3,63.7,0,81,52,94,NA,168,0,232
hp6-749-19,2019-09-17T00:00:00Z,93,7,0,38,12,44,NA,32,0,120
hp6-749-19,2019-09-17T06:00:00Z,31.5,68.5,0,105,44,120,NA,136,0,276
hp6-749-19,2019-09-17T12:00:00Z,17.4,82.6,0,77,96,195,NA,224,60,372
hp6-749-19,2019-09-17T18:00:00Z,44.1,55.9,0,133,32,145,NA,88,60,308
hp6-749-19,2019-09-18T00:00:00Z,96.1,3.9,0,16,14,22,NA,48,0,120
hp6-749-19,2019-09-18T06:00:00Z,57.5,42.5,0,93,30,120,NA,96,0,260
hp6-749-19,2019-09-18T12:00:00Z,33.9,66.1,0,105,46,100,NA,128,0,200
hp6-749-19,2019-09-18T18:00:00Z,51.2,48.8,0,105,28,120,NA,96,0,248
hp6-749-19,2019-09-19T00:00:00Z,98.5,1.5,0,8,16,30,NA,48,0,80
hp6-749-19,2019-09-19T06:00:00Z,48.9,51.1,0,58,76,140,NA,184,60,340
hp6-749-19,2019-09-19T12:00:00Z,22.1,77.9,0,97,58,210,NA,168,60,404
hp6-749-19,2019-09-19T18:00:00Z,38.6,61.4,0,73,72,210,NA,176,60,436
hp6-749-19,2019-09-20T00:00:00Z,89,11,0,40,14,34,NA,56,0,152
hp6-749-19,2019-09-20T06:00:00Z,33.1,66.9,0,133,30,110,NA,104,0,224
hp6-749-19,2019-09-20T12:00:00Z,26.8,73.2,0,129,38,210,NA,120,60,420
hp6-749-19,2019-09-20T18:00:00Z,34.7,65.3,0,117,30,150,NA,120,60,340
hp6-749-19,2019-09-21T00:00:00Z,34.7,65.3,0,85,44,250,NA,168,0,388
hp6-749-19,2019-09-21T06:00:00Z,20.5,79.5,0,81,58,175,NA,208,60,372
hp6-749-19,2019-09-21T12:00:00Z,18.2,81.8,0,93,68,215,NA,192,0,372
hp6-749-19,2019-09-21T18:00:00Z,22.9,77.1,0,93,64,175,NA,176,0,292
hp6-749-19,2019-09-22T00:00:00Z,59.1,40.9,0,62,42,120,NA,144,0,248
hp6-749-19,2019-09-22T18:00:00Z,42.6,57.4,0,81,58,110,NA,144,0,232
hp6-749-19,2019-09-23T00:00:00Z,37.8,62.2,0,81,36,135,NA,168,0,276
hp6-749-19,2019-09-23T06:00:00Z,24.5,75.5,0,97,58,170,NA,168,0,324
hp6-749-19,2019-09-23T12:00:00Z,22.9,77.1,0,97,78,190,NA,168,0,276
hp6-749-19,2019-09-23T18:00:00Z,41,59,0,85,70,145,NA,152,0,232
hp6-749-19,2019-09-24T00:00:00Z,40.2,59.8,0,85,32,96,NA,144,0,232
hp6-749-19,2019-09-24T06:00:00Z,22.1,77.9,0,101,48,120,NA,160,0,260
hp6-749-19,2019-09-24T12:00:00Z,19.7,80.3,0,85,84,110,NA,200,0,240
hp6-749-19,2019-09-24T18:00:00Z,27.6,72.4,0,101,60,145,NA,152,0,340
hp6-749-19,2019-09-25T00:00:00Z,44.1,55.9,0,77,32,120,NA,152,60,356
hp6-749-19,2019-09-25T06:00:00Z,21.3,78.7,0,89,68,160,NA,184,0,292
hp6-749-19,2019-09-25T12:00:00Z,18.2,81.8,0,73,96,140,NA,240,60,420
hp6-749-19,2019-09-25T18:00:00Z,26,74,0,81,70,135,NA,192,0,404
hp6-749-19,2019-09-26T00:00:00Z,22.9,77.1,0,93,44,115,NA,176,0,372
hp6-749-19,2019-09-26T06:00:00Z,19.7,80.3,0,85,66,150,NA,200,0,276
hp6-749-19,2019-09-26T12:00:00Z,20.5,79.5,0,81,105,135,NA,216,0,260
hp6-749-19,2019-09-26T18:00:00Z,41,59,0,69,74,165,NA,176,0,340
hp6-749-19,2019-09-27T00:00:00Z,35.5,64.5,0,89,30,56,NA,152,0,232
hp6-749-19,2019-09-27T06:00:00Z,16.6,83.4,0,73,92,200,NA,240,60,468
hp6-749-19,2019-09-27T12:00:00Z,21.3,78.7,0,69,125,205,NA,240,0,356
hp6-749-19,2019-09-27T18:00:00Z,26.8,73.2,0,81,80,220,NA,192,60,356
hp6-749-19,2019-09-28T00:00:00Z,31.5,68.5,0,105,36,160,NA,136,0,292
hp6-749-19,2019-09-28T06:00:00Z,18.2,81.8,0,101,64,195,NA,176,60,468
hp6-749-19,2019-09-28T12:00:00Z,19.7,80.3,0,89,96,165,NA,192,0,260
hp6-749-19,2019-09-28T18:00:00Z,18.9,81.1,0,81,62,125,NA,208,0,356
hp6-749-19,2019-09-29T00:00:00Z,20.5,79.5,0,81,40,76,NA,208,60,388
hp6-749-19,2019-09-29T06:00:00Z,22.1,77.9,0,81,86,165,NA,200,0,292
hp6-749-19,2019-09-29T12:00:00Z,18.9,81.1,0,62,155,185,NA,276,0,324
hp6-749-19,2019-09-29T18:00:00Z,26,74,0,93,78,155,NA,168,60,276
hp6-749-19,2019-09-30T00:00:00Z,31.5,68.5,0,89,38,170,NA,168,60,660
hp6-749-19,2019-09-30T06:00:00Z,37.1,62.9,0,81,60,160,NA,160,0,248
hp6-749-19,2019-09-30T12:00:00Z,21.3,78.7,0,93,92,205,NA,184,0,292
hp6-749-19,2019-09-30T18:00:00Z,28.4,71.6,0,117,50,145,NA,128,0,260
hp6-749-19,2019-10-01T00:00:00Z,35.5,64.5,0,113,30,140,NA,120,0,240
hp6-749-19,2019-10-01T06:00:00Z,20.5,79.5,0,109,50,115,NA,160,0,436
hp6-749-19,2019-10-01T12:00:00Z,18.2,81.8,0,77,94,185,NA,224,60,676
hp6-749-19,2019-10-01T18:00:00Z,22.1,77.9,0,101,58,200,NA,168,0,436
hp6-749-19,2019-10-02T00:00:00Z,26.8,73.2,0,133,38,235,NA,112,60,724
hp6-749-19,2019-10-02T06:00:00Z,40.2,59.8,0,157,32,225,NA,80,0,340
hp6-749-19,2019-10-02T12:00:00Z,24.5,75.5,0,105,62,220,NA,152,60,404
hp6-749-19,2019-10-02T18:00:00Z,23.7,76.3,0,117,54,195,NA,136,60,340
hp6-749-19,2019-10-03T00:00:00Z,25.2,74.8,0,137,34,170,NA,112,60,292
hp6-749-19,2019-10-03T06:00:00Z,33.9,66.1,0,169,26,125,NA,80,0,184
hp6-749-19,2019-10-03T12:00:00Z,27.6,72.4,0,129,48,245,NA,120,60,356
hp6-749-19,2019-10-03T18:00:00Z,33.9,66.1,0,145,28,195,NA,96,60,292
hp6-749-19,2019-10-04T00:00:00Z,37.8,62.2,0,121,28,74,NA,104,0,208
hp6-749-19,2019-10-04T06:00:00Z,26,74,0,141,42,140,NA,112,0,240
hp6-749-19,2019-10-04T12:00:00Z,31.5,68.5,0,153,44,220,NA,96,60,388
hp6-749-19,2019-10-04T18:00:00Z,39.4,60.6,0,185,22,110,NA,64,0,192
hp6-749-19,2019-10-05T00:00:00Z,33.1,66.9,0,125,26,150,NA,112,60,308
hp6-749-19,2019-10-05T06:00:00Z,37.1,62.9,0,189,28,155,NA,72,0,208
hp6-749-19,2019-10-05T12:00:00Z,19.7,80.3,0,97,82,210,NA,176,60,908
hp6-749-19,2019-10-05T18:00:00Z,26,74,0,125,48,170,NA,128,0,372
hp6-749-19,2019-10-06T00:00:00Z,47.3,52.7,0,129,22,96,NA,88,0,152
hp6-749-19,2019-10-06T06:00:00Z,27.6,72.4,0,145,38,155,NA,104,0,276
hp6-749-19,2019-10-06T12:00:00Z,18.9,81.1,0,97,80,110,NA,184,0,224
hp6-751-19,2019-03-25T12:00:00Z,0.8,0,99.2,0,0,0,NA,0,0,0
hp6-751-19,2019-03-25T18:00:00Z,0,0,100,0,0,0,NA,0,0,0
hp6-751-19,2019-03-26T00:00:00Z,0,0,100,0,0,0,NA,0,0,0
hp6-751-19,2019-03-26T06:00:00Z,0,0,100,0,0,0,NA,0,0,0
hp6-751-19,2019-03-26T12:00:00Z,0,0,100,0,0,0,NA,0,0,0
hp6-751-19,2019-03-26T18:00:00Z,0,0,100,0,0,0,NA,0,0,0
hp6-751-19,2019-03-27T00:00:00Z,0,0,100,0,0,0,NA,0,0,0
hp6-751-19,2019-03-27T06:00:00Z,10.3,0,89.7,0,0,0,NA,0,0,0
hp6-751-19,2019-03-27T12:00:00Z,0,0,100,0,0,0,NA,0,0,0
hp6-751-19,2019-03-27T18:00:00Z,0,0,100,0,0,0,NA,0,0,0
hp6-751-19,2019-03-28T00:00:00Z,0,0,100,0,0,0,NA,0,0,0
hp6-751-19,2019-03-28T06:00:00Z,0,0,100,0,0,0,NA,0,0,0
hp6-751-19,2019-03-28T12:00:00Z,0,0,100,0,0,0,NA,0,0,0
hp6-751-19,2019-03-28T18:00:00Z,33.1,0,66.9,0,0,0,NA,0,0,0
hp6-751-19,2019-03-29T00:00:00Z,18.9,0,81.1,0,0,0,NA,0,0,0
hp6-751-19,2019-03-29T06:00:00Z,52.8,0,47.2,0,9,9,NA,24,0,24
hp6-751-19,2019-03-29T12:00:00Z,0,0,100,0,0,0,NA,0,0,0
hp6-751-19,2019-03-29T18:00:00Z,0,0,100,0,0,0,NA,0,0,0
hp6-751-19,2019-03-30T00:00:00Z,26,0,74,0,0,0,NA,0,0,0
hp6-751-19,2019-03-30T06:00:00Z,46.6,0.7,52.7,12,7,10,NA,8,0,32
hp6-751-19,2019-03-30T12:00:00Z,5.6,0,94.4,0,7,7,NA,16,0,16
hp6-751-19,2019-03-30T18:00:00Z,0,0,100,0,0,0,NA,0,0,0
hp6-751-19,2019-03-31T00:00:00Z,10.3,0,89.7,0,0,0,NA,0,0,0
hp6-751-19,2019-03-31T06:00:00Z,47.4,1.5,51.1,16,8,14,NA,16,0,64
hp6-751-19,2019-03-31T12:00:00Z,25.3,0.7,74,12,9,14,NA,24,0,56
hp6-751-19,2019-03-31T18:00:00Z,27.6,0,72.4,4,10,12,NA,24,0,56
hp6-751-19,2019-04-01T00:00:00Z,12.6,0,87.4,2,8,10,NA,16,0,32
hp6-751-19,2019-04-01T06:00:00Z,25.3,13.3,61.4,46,18,30,NA,64,0,128
hp6-751-19,2019-04-01T12:00:00Z,50.5,17.3,32.2,60,18,32,NA,56,0,136
hp6-751-19,2019-04-01T18:00:00Z,0,0,100,0,0,0,NA,0,0,0
hp6-751-19,2019-04-02T00:00:00Z,0,0,100,0,0,0,NA,0,0,0
hp6-751-19,2019-04-02T06:00:00Z,0,0,100,0,0,0,NA,0,0,0
hp6-751-19,2019-04-02T12:00:00Z,0,0,100,0,0,0,NA,0,0,0
hp6-751-19,2019-04-02T18:00:00Z,30.8,0,69.2,0,0,0,NA,0,0,0
hp6-751-19,2019-04-03T00:00:00Z,98.5,0,1.5,4,8,9,NA,16,0,32
hp6-751-19,2019-04-03T06:00:00Z,74.9,5.5,19.6,28,12,32,NA,40,0,128
hp6-751-19,2019-04-03T12:00:00Z,0,0,100,0,0,0,NA,0,0,0
hp6-751-19,2019-04-03T18:00:00Z,85.1,14.9,0,85,16,50,NA,32,0,128
hp6-751-19,2019-04-04T00:00:00Z,86,7,7,44,10,20,NA,32,0,104
hp6-751-19,2019-04-04T06:00:00Z,83.5,16.5,0,65,18,42,NA,48,0,152
hp6-751-19,2019-04-04T12:00:00Z,76.4,23.6,0,62,28,54,NA,80,0,152
hp6-751-19,2019-04-04T18:00:00Z,30.8,3.9,65.3,20,16,34,NA,48,0,120
hp6-751-19,2019-04-05T00:00:00Z,0,0,100,0,0,0,NA,0,0,0
hp6-751-19,2019-04-05T06:00:00Z,0,0,100,0,0,0,NA,0,0,0
hp6-751-19,2019-04-05T12:00:00Z,0,0,100,0,0,0,NA,0,0,0
hp6-751-19,2019-04-05T18:00:00Z,0,0,100,0,0,0,NA,0,0,0
hp6-751-19,2019-04-06T00:00:00Z,0,0,100,0,0,0,NA,0,0,0
hp6-751-19,2019-04-06T06:00:00Z,0,0,100,0,0,0,NA,0,0,0
hp6-751-19,2019-04-06T12:00:00Z,0,0,100,0,0,0,NA,0,0,0
hp6-751-19,2019-04-06T18:00:00Z,0,0,100,0,0,0,NA,0,0,0
hp6-751-19,2019-04-07T00:00:00Z,0,0,100,0,0,0,NA,0,0,0
hp6-751-19,2019-04-07T06:00:00Z,16.6,5.5,77.9,20,16,34,NA,56,0,168
hp6-751-19,2019-04-07T12:00:00Z,65.4,34.6,0,109,22,64,NA,64,0,192
hp6-751-19,2019-04-07T18:00:00Z,22.9,77.1,0,93,52,78,NA,176,0,292
hp6-751-19,2019-04-08T00:00:00Z,34.7,65.3,0,109,24,56,NA,128,0,232
hp6-751-19,2019-04-08T06:00:00Z,28.4,71.6,0,109,38,90,NA,136,60,224
hp6-751-19,2019-04-08T12:00:00Z,21.3,78.7,0,85,72,105,NA,200,0,292
hp6-751-19,2019-04-08T18:00:00Z,21.3,78.7,0,85,64,100,NA,192,0,276
hp6-751-19,2019-04-09T00:00:00Z,37.1,62.9,0,93,30,56,NA,144,0,224
hp6-751-19,2019-04-09T06:00:00Z,33.9,66.1,0,85,54,98,NA,168,60,260
hp6-751-19,2019-04-09T12:00:00Z,46.5,53.5,0,60,66,115,NA,192,60,276
hp6-751-19,2019-04-09T18:00:00Z,34.7,65.3,0,73,62,115,NA,192,0,276
hp6-751-19,2019-04-10T00:00:00Z,42.6,57.4,0,93,30,62,NA,128,0,224
hp6-751-19,2019-04-10T06:00:00Z,43.4,56.6,0,73,60,125,NA,168,60,276
hp6-751-19,2019-04-10T12:00:00Z,41.8,58.2,0,73,58,120,NA,168,60,276
hp6-751-19,2019-04-10T18:00:00Z,38.6,61.4,0,81,48,105,NA,160,60,276
hp6-751-19,2019-04-12T00:00:00Z,56,44,0,81,22,62,NA,112,60,324
hp6-751-19,2019-04-12T06:00:00Z,37.1,62.9,0,77,56,110,NA,176,0,276
hp6-751-19,2019-04-12T12:00:00Z,26.8,73.2,0,77,74,145,NA,200,60,324
hp6-751-19,2019-04-12T18:00:00Z,42.6,57.4,0,73,62,120,NA,168,60,276
hp6-751-19,2019-04-13T00:00:00Z,44.9,55.1,0,101,24,78,NA,112,60,324
hp6-751-19,2019-04-13T06:00:00Z,37.8,62.2,0,77,52,110,NA,168,60,468
hp6-751-19,2019-04-14T12:00:00Z,36.3,63.7,0,73,66,105,NA,184,0,248
hp6-751-19,2019-04-14T18:00:00Z,43.4,56.6,0,85,44,115,NA,144,60,372
hp6-751-19,2019-04-15T00:00:00Z,40.2,59.8,0,109,26,92,NA,112,60,260
hp6-751-19,2019-04-15T06:00:00Z,19.7,80.3,0,93,50,96,NA,184,0,388
hp6-751-19,2019-04-15T12:00:00Z,32.3,67.7,0,85,56,120,NA,168,0,292
hp6-751-19,2019-04-15T18:00:00Z,37.8,62.2,0,77,42,94,NA,168,0,260
hp6-751-19,2019-04-16T00:00:00Z,59.9,40.1,0,69,28,64,NA,120,0,276
hp6-751-19,2019-04-16T06:00:00Z,55.2,44.8,0,60,46,98,NA,152,60,248
hp6-751-19,2019-04-16T12:00:00Z,25.2,74.8,0,93,52,78,NA,168,0,232
hp6-751-19,2019-04-16T18:00:00Z,24.5,75.5,0,81,58,120,NA,200,0,308
hp6-751-19,2019-04-17T00:00:00Z,34.7,65.3,0,89,34,86,NA,160,60,324
hp6-751-19,2019-04-17T06:00:00Z,26.8,73.2,0,85,52,135,NA,184,0,260
hp6-751-19,2019-04-17T12:00:00Z,30.8,69.2,0,69,74,110,NA,208,0,276
hp6-751-19,2019-04-17T18:00:00Z,42.6,57.4,0,65,52,110,NA,184,60,324
hp6-751-19,2019-04-18T00:00:00Z,58.3,41.7,0,93,20,58,NA,96,60,216
hp6-751-19,2019-04-18T06:00:00Z,41.8,58.2,0,73,48,84,NA,168,0,248
hp6-751-19,2019-04-18T12:00:00Z,33.1,36.2,30.7,60,42,105,NA,128,60,388
hp6-751-19,2019-04-18T18:00:00Z,56.8,22,21.2,65,24,72,NA,64,0,168
hp6-751-19,2019-04-19T00:00:00Z,0,0,100,0,24,24,NA,96,0,96
hp6-751-19,2019-04-19T06:00:00Z,31.6,29.9,38.5,50,46,110,NA,128,60,276
hp6-751-19,2019-04-19T12:00:00Z,41,59,0,73,66,110,NA,168,0,248
hp6-751-19,2019-04-19T18:00:00Z,93,7,0,22,28,68,NA,72,0,168
hp6-751-19,2019-04-20T00:00:00Z,12.7,0.7,86.6,4,26,62,NA,64,0,104
hp6-751-19,2019-04-20T06:00:00Z,23.7,35.4,40.9,42,76,115,NA,176,60,308
hp6-751-19,2019-04-21T00:00:00Z,0,0,100,0,0,0,NA,0,0,0
hp6-751-19,2019-04-21T06:00:00Z,14.3,35.4,50.3,34,68,92,NA,216,0,420
hp6-751-19,2019-04-21T12:00:00Z,57.5,42.5,0,48,62,88,NA,192,60,292
hp6-751-19,2019-04-21T18:00:00Z,43.4,56.6,0,65,62,84,NA,192,0,292
hp6-751-19,2019-04-22T00:00:00Z,62.3,37.7,0,89,20,76,NA,88,0,240
hp6-751-19,2019-04-22T06:00:00Z,28.4,71.6,0,93,40,66,NA,168,60,308
hp6-751-19,2019-04-22T12:00:00Z,21.3,78.7,0,101,36,76,NA,160,0,308
hp6-751-19,2019-04-22T18:00:00Z,17.4,82.6,0,85,50,88,NA,208,0,324
hp6-751-19,2019-04-23T00:00:00Z,23.7,76.3,0,97,38,98,NA,168,60,324
hp6-751-19,2019-04-23T06:00:00Z,29.2,70.8,0,121,34,105,NA,120,60,308
hp6-751-19,2019-04-24T12:00:00Z,22.9,77.1,0,101,46,130,NA,160,0,240
hp6-751-19,2019-04-24T18:00:00Z,21.3,78.7,0,89,46,120,NA,192,0,292
hp6-751-19,2019-04-25T00:00:00Z,43.4,56.6,0,73,30,72,NA,160,0,232
hp6-751-19,2019-04-25T06:00:00Z,34.7,65.3,0,77,48,125,NA,176,0,308
hp6-751-19,2019-04-25T12:00:00Z,19.7,80.3,0,109,54,98,NA,160,60,420
hp6-751-19,2019-04-25T18:00:00Z,15.8,84.2,0,85,64,110,NA,208,0,340
hp6-751-19,2019-04-26T00:00:00Z,57.5,42.5,0,46,36,94,NA,200,0,308
hp6-751-19,2019-04-26T06:00:00Z,20.5,79.5,0,97,58,88,NA,176,0,324
hp6-751-19,2019-04-26T12:00:00Z,16.6,83.4,0,85,76,94,NA,208,0,404
hp6-751-19,2019-04-26T18:00:00Z,18.2,81.8,0,101,40,86,NA,168,0,356
hp6-751-19,2019-04-27T00:00:00Z,30,70,0,101,26,96,NA,144,60,404
hp6-751-19,2019-04-27T06:00:00Z,26.8,73.2,0,109,38,94,NA,144,60,260
hp6-751-19,2019-04-27T12:00:00Z,21.3,78.7,0,101,52,80,NA,168,0,340
hp6-751-19,2019-04-27T18:00:00Z,22.9,77.1,0,97,46,72,NA,168,0,468
hp6-751-19,2019-04-28T00:00:00Z,43.4,56.6,0,97,18,62,NA,120,60,248
hp6-751-19,2019-04-28T06:00:00Z,19.7,80.3,0,93,48,96,NA,184,0,276
hp6-751-19,2019-04-28T12:00:00Z,18.2,81.8,0,85,66,110,NA,200,0,308
hp6-751-19,2019-04-28T18:00:00Z,22.9,77.1,0,113,24,56,NA,144,0,248
hp6-751-19,2019-04-29T00:00:00Z,26.8,73.2,0,93,24,52,NA,168,0,260
hp6-751-19,2019-04-29T06:00:00Z,32.3,67.7,0,105,28,72,NA,136,0,232
hp6-751-19,2019-04-29T12:00:00Z,25.3,29.9,44.8,48,38,150,NA,128,60,340
hp6-751-19,2019-04-29T18:00:00Z,21.3,11.8,66.9,34,22,145,NA,80,0,292
hp6-751-19,2019-04-30T00:00:00Z,0,0,100,0,0,0,NA,0,0,0
hp6-751-19,2019-04-30T06:00:00Z,38.7,21.2,40.1,58,24,135,NA,72,60,292
hp6-751-19,2019-04-30T12:00:00Z,0,0,100,0,0,0,NA,0,0,0
hp6-751-19,2019-04-30T18:00:00Z,27.6,30.7,41.7,50,42,170,NA,128,60,292
hp6-751-19,2019-05-01T00:00:00Z,29.2,5.5,65.3,20,18,48,NA,64,0,216
hp6-751-19,2019-05-01T06:00:00Z,33.2,14.9,51.9,22,58,195,NA,144,60,324
hp6-751-19,2019-05-01T12:00:00Z,0,0,100,0,0,0,NA,0,0,0
hp6-751-19,2019-05-01T18:00:00Z,4.9,0.7,94.4,2,7,7,NA,16,0,16
hp6-751-19,2019-05-02T00:00:00Z,49.7,22,28.3,42,32,140,NA,112,60,216
hp6-751-19,2019-05-02T06:00:00Z,30.1,32.2,37.7,38,74,160,NA,184,0,276
hp6-751-19,2019-05-02T12:00:00Z,0,0,100,0,0,0,NA,0,0,0
hp6-751-19,2019-05-02T18:00:00Z,11.9,29.9,58.2,28,84,180,NA,216,60,372
hp6-751-19,2019-05-03T12:00:00Z,28.5,44,27.5,56,56,100,NA,168,60,260
hp6-751-19,2019-05-03T18:00:00Z,18.2,24.4,57.4,24,60,110,NA,216,0,292
hp6-751-19,2019-05-04T00:00:00Z,41,59,0,77,30,105,NA,160,60,276
hp6-751-19,2019-05-04T06:00:00Z,34,47.2,18.8,65,46,96,NA,160,0,240
hp6-751-19,2019-05-04T12:00:00Z,0,0,100,0,0,0,NA,0,0,0
hp6-751-19,2019-05-04T18:00:00Z,0,0,100,0,0,0,NA,0,0,0
hp6-751-19,2019-05-05T00:00:00Z,56.8,33,10.2,48,42,160,NA,136,60,308
hp6-751-19,2019-05-05T06:00:00Z,60.7,21.2,18.1,56,24,74,NA,80,60,216
hp6-751-19,2019-05-05T12:00:00Z,2.4,0,97.6,2,14,18,NA,32,0,40
hp6-751-19,2019-05-05T18:00:00Z,0,0,100,0,0,0,NA,0,0,0
